Ronda,Fecha,Local,Resultado,Visitante,Anio
Round 29,28/03/2010,Xerez,3—0,Valladolid,2009-2010
Round 29,28/03/2010,Espanyol,0—0,Sporting de Gijón,2009-2010
Round 29,28/03/2010,Deportivo de La Coruña,1—3,Getafe,2009-2010
Round 29,28/03/2010,Real Madrid,3—2,Atlético de Madrid,2009-2010
Round 29,29/03/2010,Athletic Club,4—3,Racing de Santander,2009-2010
Round 30,3/4/2010,Sevilla,3—0,Tenerife,2009-2010
Round 30,3/4/2010,Barcelona,4—1,Athletic Club,2009-2010
Round 30,3/4/2010,Zaragoza,2—0,Málaga,2009-2010
Round 30,4/4/2010,Valladolid,0—2,Villarreal,2009-2010
Round 30,4/4/2010,Sporting de Gijón,2—2,Xerez,2009-2010
Round 30,4/4/2010,Getafe,1—1,Espanyol,2009-2010
Round 30,4/4/2010,Atlético de Madrid,3—0,Deportivo de La Coruña,2009-2010
Round 30,4/4/2010,Racing de Santander,0—2,Real Madrid,2009-2010
Round 30,4/4/2010,Almería,1—1,Mallorca,2009-2010
Round 30,4/4/2010,Valencia,3—0,Osasuna,2009-2010
Round 31,10/4/2010,Málaga,1—2,Sevilla,2009-2010
Round 31,10/4/2010,Tenerife,0—0,Valladolid,2009-2010
Round 31,10/4/2010,Villarreal,1—0,Sporting de Gijón,2009-2010
Round 31,10/4/2010,Xerez,0—1,Getafe,2009-2010
Round 31,10/4/2010,Real Madrid,0—2,Barcelona,2009-2010
Round 31,11/4/2010,Espanyol,3—0,Atlético de Madrid,2009-2010
Round 31,11/4/2010,Deportivo de La Coruña,1—1,Racing de Santander,2009-2010
Round 31,11/4/2010,Athletic Club,4—1,Almería,2009-2010
Round 31,11/4/2010,Mallorca,3—2,Valencia,2009-2010
Round 31,11/4/2010,Osasuna,2—0,Zaragoza,2009-2010
Round 32,13/04/2010,Valladolid,2—1,Sevilla,2009-2010
Round 32,13/04/2010,Sporting de Gijón,0—2,Tenerife,2009-2010
Round 32,13/04/2010,Getafe,3—0,Villarreal,2009-2010
Round 32,14/04/2010,Atlético de Madrid,1—2,Xerez,2009-2010
Round 32,14/04/2010,Racing de Santander,3—1,Espanyol,2009-2010
Round 32,14/04/2010,Barcelona,3—0,Deportivo de La Coruña,2009-2010
Round 32,14/04/2010,Zaragoza,1—1,Mallorca,2009-2010
Round 32,14/04/2010,Osasuna,2—2,Málaga,2009-2010
Round 32,15/04/2010,Almería,1—2,Real Madrid,2009-2010
Round 32,15/04/2010,Valencia,2—0,Athletic Club,2009-2010
Round 33,17/04/2010,Sevilla,3—0,Sporting de Gijón,2009-2010
Round 33,17/04/2010,Villarreal,2—1,Atlético de Madrid,2009-2010
Round 33,17/04/2010,Espanyol,0—0,Barcelona,2009-2010
Round 33,18/04/2010,Málaga,0—0,Valladolid,2009-2010
Round 33,18/04/2010,Tenerife,3—2,Getafe,2009-2010
Round 33,18/04/2010,Xerez,2—2,Racing de Santander,2009-2010
Round 33,18/04/2010,Deportivo de La Coruña,0—0,Almería,2009-2010
Round 33,18/04/2010,Real Madrid,2—0,Valencia,2009-2010
Round 33,18/04/2010,Athletic Club,0—0,Zaragoza,2009-2010
Round 33,19/04/2010,Mallorca,2—0,Osasuna,2009-2010
Round 34,24/04/2010,Barcelona,3—1,Xerez,2009-2010
Round 34,24/04/2010,Valencia,1—0,Deportivo de La Coruña,2009-2010
Round 34,24/04/2010,Zaragoza,1—2,Real Madrid,2009-2010
Round 34,25/04/2010,Sporting de Gijón,0—2,Valladolid,2009-2010
Round 34,25/04/2010,Getafe,4—3,Sevilla,2009-2010
Round 34,25/04/2010,Atlético de Madrid,3—1,Tenerife,2009-2010
Round 34,25/04/2010,Racing de Santander,1—2,Villarreal,2009-2010
Round 34,25/04/2010,Almería,0—1,Espanyol,2009-2010
Round 34,25/04/2010,Mallorca,1—1,Málaga,2009-2010
Round 34,26/04/2010,Osasuna,0—0,Athletic Club,2009-2010
Round 35,1/5/2010,Málaga,1—1,Sporting de Gijón,2009-2010
Round 35,1/5/2010,Valladolid,0—0,Getafe,2009-2010
Round 35,1/5/2010,Tenerife,2—1,Racing de Santander,2009-2010
Round 35,1/5/2010,Villarreal,1—4,Barcelona,2009-2010
Round 35,1/5/2010,Xerez,2—1,Almería,2009-2010
Round 35,1/5/2010,Espanyol,0—2,Valencia,2009-2010
Round 35,1/5/2010,Deportivo de La Coruña,0—1,Zaragoza,2009-2010
Round 35,2/5/2010,Sevilla,3—1,Atlético de Madrid,2009-2010
Round 35,2/5/2010,Real Madrid,3—2,Osasuna,2009-2010
Round 35,2/5/2010,Athletic Club,1—3,Mallorca,2009-2010
Round 36,4/5/2010,Getafe,1—1,Sporting de Gijón,2009-2010
Round 36,4/5/2010,Barcelona,4—1,Tenerife,2009-2010
Round 36,4/5/2010,Almería,4—2,Villarreal,2009-2010
Round 36,4/5/2010,Valencia,3—1,Xerez,2009-2010
Round 36,5/5/2010,Atlético de Madrid,3—1,Valladolid,2009-2010
Round 36,5/5/2010,Racing de Santander,1—5,Sevilla,2009-2010
Round 36,5/5/2010,Zaragoza,1—0,Espanyol,2009-2010
Round 36,5/5/2010,Osasuna,3—1,Deportivo de La Coruña,2009-2010
Round 36,5/5/2010,Mallorca,1—4,Real Madrid,2009-2010
Round 36,5/5/2010,Athletic Club,1—1,Málaga,2009-2010
Round 37,8/5/2010,Getafe,2—1,Málaga,2009-2010
Round 37,8/5/2010,Sporting de Gijón,1—1,Atlético de Madrid,2009-2010
Round 37,8/5/2010,Valladolid,2—1,Racing de Santander,2009-2010
Round 37,8/5/2010,Sevilla,2—3,Barcelona,2009-2010
Round 37,8/5/2010,Tenerife,2—2,Almería,2009-2010
Round 37,8/5/2010,Villarreal,2—0,Valencia,2009-2010
Round 37,8/5/2010,Xerez,3—2,Zaragoza,2009-2010
Round 37,8/5/2010,Espanyol,2—1,Osasuna,2009-2010
Round 37,8/5/2010,Deportivo de La Coruña,1—0,Mallorca,2009-2010
Round 37,8/5/2010,Real Madrid,5—1,Athletic Club,2009-2010
Round 38,15/05/2010,Atlético de Madrid,0—3,Getafe,2009-2010
Round 38,15/05/2010,Almería,2—3,Sevilla,2009-2010
Round 38,15/05/2010,Zaragoza,3—3,Villarreal,2009-2010
Round 38,15/05/2010,Mallorca,2—0,Espanyol,2009-2010
Round 38,15/05/2010,Athletic Club,2—0,Deportivo de La Coruña,2009-2010
Round 38,16/05/2010,Racing de Santander,2—0,Sporting de Gijón,2009-2010
Round 38,16/05/2010,Barcelona,4—0,Valladolid,2009-2010
Round 38,16/05/2010,Valencia,1—0,Tenerife,2009-2010
Round 38,16/05/2010,Osasuna,1—1,Xerez,2009-2010
Round 38,16/05/2010,Málaga,1—1,Real Madrid,2009-2010
Round 1,28/08/2010,Hércules,0—1,Athletic Club,2010-2011
Round 1,28/08/2010,Levante,1—4,Sevilla,2010-2011
Round 1,28/08/2010,Málaga,1—3,Valencia,2010-2011
Round 1,29/08/2010,Deportivo de La Coruña,0—0,Zaragoza,2010-2011
Round 1,29/08/2010,Espanyol,3—1,Getafe,2010-2011
Round 1,29/08/2010,Mallorca,0—0,Real Madrid,2010-2011
Round 1,29/08/2010,Osasuna,0—0,Almería,2010-2011
Round 1,29/08/2010,Racing de Santander,0—3,Barcelona,2010-2011
Round 1,29/08/2010,Real Sociedad,1—0,Villarreal,2010-2011
Round 1,30/08/2010,Atlético de Madrid,4—0,Sporting de Gijón,2010-2011
Round 2,11/9/2010,Athletic Club,1—2,Atlético de Madrid,2010-2011
Round 2,11/9/2010,Barcelona,0—2,Hércules,2010-2011
Round 2,11/9/2010,Valencia,1—0,Racing de Santander,2010-2011
Round 2,11/9/2010,Real Madrid,1—0,Osasuna,2010-2011
Round 2,12/9/2010,Sporting de Gijón,2—0,Mallorca,2010-2011
Round 2,12/9/2010,Zaragoza,3—5,Málaga,2010-2011
Round 2,12/9/2010,Sevilla,0—0,Deportivo de La Coruña,2010-2011
Round 2,12/9/2010,Getafe,4—1,Levante,2010-2011
Round 2,12/9/2010,Villarreal,4—0,Espanyol,2010-2011
Round 2,13/09/2010,Almería,2—2,Real Sociedad,2010-2011
Round 3,18/09/2010,Sporting de Gijón,2—2,Athletic Club,2010-2011
Round 3,18/09/2010,Espanyol,1—0,Almería,2010-2011
Round 3,18/09/2010,Real Sociedad,1—2,Real Madrid,2010-2011
Round 3,18/09/2010,Mallorca,2—0,Osasuna,2010-2011
Round 3,19/09/2010,Atlético de Madrid,1—2,Barcelona,2010-2011
Round 3,19/09/2010,Hércules,1—2,Valencia,2010-2011
Round 3,19/09/2010,Racing de Santander,2—0,Zaragoza,2010-2011
Round 3,19/09/2010,Málaga,1—2,Sevilla,2010-2011
Round 3,19/09/2010,Levante,1—2,Villarreal,2010-2011
Round 3,20/09/2010,Deportivo de La Coruña,2—2,Getafe,2010-2011
Round 4,21/09/2010,Athletic Club,3—0,Mallorca,2010-2011
Round 4,21/09/2010,Real Madrid,3—0,Espanyol,2010-2011
Round 4,21/09/2010,Osasuna,3—1,Real Sociedad,2010-2011
Round 4,22/09/2010,Barcelona,1—0,Sporting de Gijón,2010-2011
Round 4,22/09/2010,Valencia,1—1,Atlético de Madrid,2010-2011
Round 4,22/09/2010,Zaragoza,0—0,Hércules,2010-2011
Round 4,22/09/2010,Almería,0—1,Levante,2010-2011
Round 4,23/09/2010,Sevilla,1—1,Racing de Santander,2010-2011
Round 4,23/09/2010,Getafe,0—2,Málaga,2010-2011
Round 4,23/09/2010,Villarreal,1—0,Deportivo de La Coruña,2010-2011
Round 5,25/09/2010,Athletic Club,1—3,Barcelona,2010-2011
Round 5,25/09/2010,Sporting de Gijón,0—2,Valencia,2010-2011
Round 5,25/09/2010,Levante,0—0,Real Madrid,2010-2011
Round 5,26/09/2010,Atlético de Madrid,1—0,Zaragoza,2010-2011
Round 5,26/09/2010,Hércules,2—0,Sevilla,2010-2011
Round 5,26/09/2010,Racing de Santander,0—1,Getafe,2010-2011
Round 5,26/09/2010,Deportivo de La Coruña,0—2,Almería,2010-2011
Round 5,26/09/2010,Espanyol,1—0,Osasuna,2010-2011
Round 5,26/09/2010,Mallorca,2—0,Real Sociedad,2010-2011
Round 5,27/09/2010,Málaga,2—3,Villarreal,2010-2011
Round 6,2/10/2010,Valencia,2—1,Athletic Club,2010-2011
Round 6,2/10/2010,Zaragoza,2—2,Sporting de Gijón,2010-2011
Round 6,2/10/2010,Real Sociedad,1—0,Espanyol,2010-2011
Round 6,3/10/2010,Barcelona,1—1,Mallorca,2010-2011
Round 6,3/10/2010,Sevilla,3—1,Atlético de Madrid,2010-2011
Round 6,3/10/2010,Getafe,3—0,Hércules,2010-2011
Round 6,3/10/2010,Villarreal,2—0,Racing de Santander,2010-2011
Round 6,3/10/2010,Almería,1—1,Málaga,2010-2011
Round 6,3/10/2010,Real Madrid,6—1,Deportivo de La Coruña,2010-2011
Round 6,3/10/2010,Osasuna,1—1,Levante,2010-2011
Round 7,16/10/2010,Barcelona,2—1,Valencia,2010-2011
Round 7,16/10/2010,Atlético de Madrid,2—0,Getafe,2010-2011
Round 7,16/10/2010,Málaga,1—4,Real Madrid,2010-2011
Round 7,17/10/2010,Athletic Club,2—1,Zaragoza,2010-2011
Round 7,17/10/2010,Sporting de Gijón,2—0,Sevilla,2010-2011
Round 7,17/10/2010,Racing de Santander,1—0,Almería,2010-2011
Round 7,17/10/2010,Deportivo de La Coruña,0—0,Osasuna,2010-2011
Round 7,17/10/2010,Levante,2—1,Real Sociedad,2010-2011
Round 7,17/10/2010,Mallorca,0—1,Espanyol,2010-2011
Round 7,18/10/2010,Hércules,2—2,Villarreal,2010-2011
Round 8,23/10/2010,Valencia,1—2,Mallorca,2010-2011
Round 8,23/10/2010,Zaragoza,0—2,Barcelona,2010-2011
Round 8,23/10/2010,Real Madrid,6—1,Racing de Santander,2010-2011
Round 8,24/10/2010,Sevilla,4—3,Athletic Club,2010-2011
Round 8,24/10/2010,Getafe,3—0,Sporting de Gijón,2010-2011
Round 8,24/10/2010,Villarreal,2—0,Atlético de Madrid,2010-2011
Round 8,24/10/2010,Almería,1—1,Hércules,2010-2011
Round 8,24/10/2010,Osasuna,3—0,Málaga,2010-2011
Round 8,24/10/2010,Espanyol,2—1,Levante,2010-2011
Round 8,25/10/2010,Real Sociedad,3—0,Deportivo de La Coruña,2010-2011
Round 9,30/10/2010,Valencia,1—1,Zaragoza,2010-2011
Round 9,30/10/2010,Barcelona,5—0,Sevilla,2010-2011
Round 9,30/10/2010,Hércules,1—3,Real Madrid,2010-2011
Round 9,31/10/2010,Athletic Club,3—0,Getafe,2010-2011
Round 9,31/10/2010,Sporting de Gijón,1—1,Villarreal,2010-2011
Round 9,31/10/2010,Atlético de Madrid,1—1,Almería,2010-2011
Round 9,31/10/2010,Racing de Santander,4—1,Osasuna,2010-2011
Round 9,31/10/2010,Málaga,1—2,Real Sociedad,2010-2011
Round 9,31/10/2010,Deportivo de La Coruña,3—0,Espanyol,2010-2011
Round 9,1/11/2010,Mallorca,2—1,Levante,2010-2011
Round 10,6/11/2010,Real Sociedad,1—0,Racing de Santander,2010-2011
Round 10,6/11/2010,Espanyol,1—0,Málaga,2010-2011
Round 10,7/11/2010,Zaragoza,3—2,Mallorca,2010-2011
Round 10,7/11/2010,Getafe,1—3,Barcelona,2010-2011
Round 10,7/11/2010,Villarreal,4—1,Athletic Club,2010-2011
Round 10,7/11/2010,Almería,1—1,Sporting de Gijón,2010-2011
Round 10,7/11/2010,Real Madrid,2—0,Atlético de Madrid,2010-2011
Round 10,7/11/2010,Osasuna,3—0,Hércules,2010-2011
Round 10,7/11/2010,Levante,1—2,Deportivo de La Coruña,2010-2011
Round 10,8/11/2010,Sevilla,2—0,Valencia,2010-2011
Round 11,13/11/2010,Barcelona,3—1,Villarreal,2010-2011
Round 11,13/11/2010,Athletic Club,1—0,Almería,2010-2011
Round 11,13/11/2010,Atlético de Madrid,3—0,Osasuna,2010-2011
Round 11,14/11/2010,Zaragoza,1—2,Sevilla,2010-2011
Round 11,14/11/2010,Valencia,2—0,Getafe,2010-2011
Round 11,14/11/2010,Sporting de Gijón,0—1,Real Madrid,2010-2011
Round 11,14/11/2010,Hércules,2—1,Real Sociedad,2010-2011
Round 11,14/11/2010,Racing de Santander,0—0,Espanyol,2010-2011
Round 11,14/11/2010,Málaga,1—0,Levante,2010-2011
Round 11,14/11/2010,Mallorca,0—0,Deportivo de La Coruña,2010-2011
Round 12,20/11/2010,Villarreal,1—1,Valencia,2010-2011
Round 12,20/11/2010,Almería,0—8,Barcelona,2010-2011
Round 12,20/11/2010,Real Madrid,5—1,Athletic Club,2010-2011
Round 12,21/11/2010,Sevilla,1—2,Mallorca,2010-2011
Round 12,21/11/2010,Osasuna,1—0,Sporting de Gijón,2010-2011
Round 12,21/11/2010,Real Sociedad,2—4,Atlético de Madrid,2010-2011
Round 12,21/11/2010,Espanyol,3—0,Hércules,2010-2011
Round 12,21/11/2010,Levante,3—1,Racing de Santander,2010-2011
Round 12,21/11/2010,Deportivo de La Coruña,3—0,Málaga,2010-2011
Round 12,22/11/2010,Getafe,1—1,Zaragoza,2010-2011
Round 13,27/11/2010,Sevilla,1—3,Getafe,2010-2011
Round 13,27/11/2010,Zaragoza,0—3,Villarreal,2010-2011
Round 13,27/11/2010,Atlético de Madrid,2—3,Espanyol,2010-2011
Round 13,28/11/2010,Valencia,2—1,Almería,2010-2011
Round 13,28/11/2010,Athletic Club,1—0,Osasuna,2010-2011
Round 13,28/11/2010,Sporting de Gijón,1—3,Real Sociedad,2010-2011
Round 13,28/11/2010,Hércules,3—1,Levante,2010-2011
Round 13,28/11/2010,Racing de Santander,1—0,Deportivo de La Coruña,2010-2011
Round 13,28/11/2010,Mallorca,2—0,Málaga,2010-2011
Round 13,29/11/2010,Barcelona,5—0,Real Madrid,2010-2011
Round 14,4/12/2010,Real Madrid,2—0,Valencia,2010-2011
Round 14,4/12/2010,Osasuna,0—3,Barcelona,2010-2011
Round 14,4/12/2010,Levante,2—0,Atlético de Madrid,2010-2011
Round 14,5/12/2010,Getafe,3—0,Mallorca,2010-2011
Round 14,5/12/2010,Villarreal,1—0,Sevilla,2010-2011
Round 14,5/12/2010,Almería,1—1,Zaragoza,2010-2011
Round 14,5/12/2010,Real Sociedad,2—0,Athletic Club,2010-2011
Round 14,5/12/2010,Espanyol,1—0,Sporting de Gijón,2010-2011
Round 14,5/12/2010,Málaga,4—1,Racing de Santander,2010-2011
Round 14,6/12/2010,Deportivo de La Coruña,1—0,Hércules,2010-2011
Round 15,11/12/2010,Getafe,1—0,Villarreal,2010-2011
Round 15,11/12/2010,Sevilla,1—3,Almería,2010-2011
Round 15,11/12/2010,Atlético de Madrid,2—0,Deportivo de La Coruña,2010-2011
Round 15,12/12/2010,Zaragoza,1—3,Real Madrid,2010-2011
Round 15,12/12/2010,Barcelona,5—0,Real Sociedad,2010-2011
Round 15,12/12/2010,Athletic Club,2—1,Espanyol,2010-2011
Round 15,12/12/2010,Sporting de Gijón,1—1,Levante,2010-2011
Round 15,12/12/2010,Hércules,4—1,Málaga,2010-2011
Round 15,12/12/2010,Mallorca,0—1,Racing de Santander,2010-2011
Round 15,13/12/2010,Valencia,3—3,Osasuna,2010-2011
Round 16,18/12/2010,Villarreal,3—1,Mallorca,2010-2011
Round 16,18/12/2010,Real Sociedad,1—2,Valencia,2010-2011
Round 16,18/12/2010,Espanyol,1—5,Barcelona,2010-2011
Round 16,18/12/2010,Levante,1—2,Athletic Club,2010-2011
Round 16,18/12/2010,Deportivo de La Coruña,1—1,Sporting de Gijón,2010-2011
Round 16,19/12/2010,Almería,2—3,Getafe,2010-2011
Round 16,19/12/2010,Real Madrid,1—0,Sevilla,2010-2011
Round 16,19/12/2010,Osasuna,0—0,Zaragoza,2010-2011
Round 16,19/12/2010,Málaga,0—3,Atlético de Madrid,2010-2011
Round 16,20/12/2010,Racing de Santander,0—0,Hércules,2010-2011
Round 17,2/1/2011,Sevilla,1—0,Osasuna,2010-2011
Round 17,2/1/2011,Valencia,2—1,Espanyol,2010-2011
Round 17,2/1/2011,Barcelona,2—1,Levante,2010-2011
Round 17,2/1/2011,Athletic Club,1—2,Deportivo de La Coruña,2010-2011
Round 17,2/1/2011,Sporting de Gijón,1—2,Málaga,2010-2011
Round 17,3/1/2011,Villarreal,2—0,Almería,2010-2011
Round 17,3/1/2011,Getafe,2—3,Real Madrid,2010-2011
Round 17,3/1/2011,Zaragoza,2—1,Real Sociedad,2010-2011
Round 17,3/1/2011,Atlético de Madrid,0—0,Racing de Santander,2010-2011
Round 17,3/1/2011,Mallorca,3—0,Hércules,2010-2011
Round 18,8/1/2011,Real Sociedad,2—3,Sevilla,2010-2011
Round 18,8/1/2011,Deportivo de La Coruña,0—4,Barcelona,2010-2011
Round 18,8/1/2011,Málaga,1—1,Athletic Club,2010-2011
Round 18,9/1/2011,Mallorca,4—1,Almería,2010-2011
Round 18,9/1/2011,Real Madrid,4—2,Villarreal,2010-2011
Round 18,9/1/2011,Osasuna,0—0,Getafe,2010-2011
Round 18,9/1/2011,Espanyol,4—0,Zaragoza,2010-2011
Round 18,9/1/2011,Levante,0—1,Valencia,2010-2011
Round 18,9/1/2011,Racing de Santander,1—1,Sporting de Gijón,2010-2011
Round 18,10/1/2011,Hércules,4—1,Atlético de Madrid,2010-2011
Round 19,15/01/2011,Villarreal,4—2,Osasuna,2010-2011
Round 19,15/01/2011,Getafe,0—4,Real Sociedad,2010-2011
Round 19,15/01/2011,Sevilla,1—2,Espanyol,2010-2011
Round 19,15/01/2011,Zaragoza,1—0,Levante,2010-2011
Round 19,15/01/2011,Athletic Club,2—1,Racing de Santander,2010-2011
Round 19,15/01/2011,Sporting de Gijón,2—0,Hércules,2010-2011
Round 19,16/01/2011,Almería,1—1,Real Madrid,2010-2011
Round 19,16/01/2011,Valencia,2—0,Deportivo de La Coruña,2010-2011
Round 19,16/01/2011,Barcelona,4—1,Málaga,2010-2011
Round 19,17/01/2011,Atlético de Madrid,3—0,Mallorca,2010-2011
Round 20,22/01/2011,Barcelona,3—0,Racing de Santander,2010-2011
Round 20,22/01/2011,Valencia,4—3,Málaga,2010-2011
Round 20,22/01/2011,Sevilla,4—1,Levante,2010-2011
Round 20,23/01/2011,Sporting de Gijón,1—0,Atlético de Madrid,2010-2011
Round 20,23/01/2011,Zaragoza,1—0,Deportivo de La Coruña,2010-2011
Round 20,23/01/2011,Getafe,1—3,Espanyol,2010-2011
Round 20,23/01/2011,Villarreal,2—1,Real Sociedad,2010-2011
Round 20,23/01/2011,Almería,3—2,Osasuna,2010-2011
Round 20,23/01/2011,Real Madrid,1—0,Mallorca,2010-2011
Round 20,24/01/2011,Athletic Club,3—0,Hércules,2010-2011
Round 21,29/01/2011,Mallorca,0—4,Sporting de Gijón,2010-2011
Round 21,29/01/2011,Hércules,0—3,Barcelona,2010-2011
